ID,RVL,ALG,PCAD,ECAD,BIM,LIVR,QAQC
18-1006_Palais_de_l'Intendant-Moulage_plancher,30.4167,0.5,0,0,0,2.25,0.4167
18-1144_EXO_Gare_Centrale,57.9167,93.5,0,0,0,0,10.9167
18-1144_EXO_Gare_Centrale,0,12.75,0,0,0,0,1
18-1168_Parlement_modelisation,0,0.75,0,0,30.5,0,0.8333
18-1175_Festivent_de_Levis,14,0,1.5,0,0,0,2.8333
18-1170_rev1_Machinex-Peel_waste,14,23.25,0,0,0,0,0.5
18-1171_rev2_Machinex_Dongara,9,3.0833,0,0,0,0,1
18-1155_Le_Central_DLT,0,0.5,0,4.5,0,0,10.6667
18-1163_SIEMENS_scan,10,3.25,0,0,0,0.5,0
18-1167_CSDM_ecole_Notre-Dame-de-Grace,10.5,5.75,0,39.75,0,0,3.8333
18-1187_Dalles_Rimouski,14,11,0,0,0,0.5,4.1667
18-1176_Coaticook,0,2.1667,0,0,0,0,0
18-1195_Pied_du_courant-TeleQuebec,11.6667,8.5,0,1.6667,0,0.25,1.25
18-1186_Plomberie_du_portage,6.25,15.4167,0,11.25,0,1.25,2.25
18-1200_1-3_Hillside_Westmount,16.3333,8.9167,0,0,0,0,0.5
18-1198_HEC_Dutrisac_HB,2,1,0,10.5,0,0.5833,5.0833
18-992_Les_Ailes_Centre_Eaton-Phase_2,27.4167,19,0,0,5.75,0.25,4.5833
18-1189_echangeur_Turcot_EF-0,0,0,0,0,0,0,0
18-1217_EXP_LG2,13.5,11.9167,0,0,0,0,1.5
18-1211_2070_Peel,4,4.6667,0,39.25,0,0,3.4167
18-1211_2070_Peel,0,0,0,0,10,0,0
18-1216_Plaque_ProB,0.75,0.5,0,0,0,0.3333,0
18-1201_Atelier_Artiste,7.0833,1.25,0,0,0,1.5833,8.5833
18-644_Turcot_CAD-suite,0,0,21.8333,4.5833,3.3333,0,0.6667
18-1223_Artefactuel_Poudriere,5.75,0,0,0,0,0,0
19-1086_Polytechnique_Lasonde,8,15.6667,0,0,0,0,0.75
18-1134_Condos,2.75,2.75,0,0,0,0.25,0.3333
18-1027_Montmagny,0,0,0,0,144.4167,0,5.25
18-1226_Unibeton,0,0,0,0,0,0,0
18-1093_Tembec_TMG,0,0,0,0,14.25,0,0
18-1231_PMI_Baie-Comeau,8.5,2.0833,0,0,0,0.25,0.3333
18-1227_New_York_Metro,6,5,0,12.5,33.75,0,3.9167
18-1219_Formation_scan_objets,0,0,0,0,0,0,0
18-1218_Centre_Lajeunesse,0,0,0,0,5.8333,0,1.25
18-1218_Centre_Lajeunesse,24.75,16.0833,0,0,170.5833,0,8.75
18-776_Patrimoine_Becancour,0,0,0,0,87.0833,1,6
18-1235_Tembec-4_lessiveurs,4,17,0,0,94.8333,0,3.5
18-1238_Fortification_Quebec,0,7.5,0,0,0,0,0.75
18-1204_Passerelle_Borealis,21.6667,9.0833,0,0,51.5,0,1.3333
18-1256_VFX_AC,20.3333,4.5,0,0,0,0,0
18-1260_Dawson_mise-à-jour_des_plans,10,5.1667,23.6667,0,0,2.4167,1.8333
18-1266_CAPS_Piscine,0,1.8333,0,6.25,0,0,0.6667
18-992_Ailes_de_la_mode-Phase_3,0,0,0,0,5.6667,0,1.5
18-1213_Scotstown,0,0,0,0,0,0,0
18-1253_Sokcon_CSEVM,0,1,0,0,21.0833,0.8333,2.9167
18-1245_Hydro-Qc_Mur_Atwater,2,3.8333,0,0,0,0.5,1
18-951_Bateau_Fednav,0,11.5833,0,0,0,0,1.5
18-1244_Manoir_Colville,12,7.8333,0,0,61.6667,0,0.5833
18-1281_Centre_d'hebergement_Laurent_Bergevin,4,8.5,0,0,0,0,0
18-1286_Musee_Pop-Vieille_prison,17.4167,18.3333,0,0,76.25,0,0
18-1188_Brent_Fleming,3.25,4.5,0,0,0,0,5.1667
18-1274_ecole_Louis_Hebert,28.0834,29.1667,0,0,76.75,1.4167,5.25
19-1240_CISSSMO_16_batiments,6,3.8333,4.3333,0,27,1.6667,6.9167
19-1240_CISSSMO_16_batiments,3,7.4167,0,0,11.8333,0.5,3.5833
19-1240_CISSSMO_16_batiments,8.4167,2.8333,44.5,0,0,0.6667,0.8333
19-1240_CISSSMO_16_batiments,4.5,3.5,12.9167,0,0,0,1.6667
19-1240_CISSSMO_16_batiments,3.9167,12.3333,4.6667,0,10.5,0,7.5
19-1240_CISSSMO_16_batiments,4.75,8.5833,0,0,16,1,1.0833
19-1240_CISSSMO_16_batiments,3.25,3.5833,5,0,23.25,0,0.75
19-1240_CISSSMO_16_batiments,12.6667,9.6667,23.4167,0,19.8333,0,2.75
19-1240_CISSSMO_16_batiments,4.1667,5.0833,7.1667,0,0,0,2.75
19-1240_CISSSMO_16_batiments,4.6667,10.0833,12.25,0,1.8333,0,2.1667
19-1240_CISSSMO_16_batiments,9,10,0,0,34.5,0.25,5.25
19-1240_CISSSMO_16_batiments,6.3333,5.5,0,0,13.5833,0,9.1667
19-1240_CISSSMO_16_batiments,0,3.4167,0,0,0,0,5.75
19-1240_CISSSMO_16_batiments,4.6667,10.8333,11.6667,0,0,0.1667,1.8333
19-1240_CISSSMO_16_batiments,2.0833,4.75,10.9167,0,0,0,2.4167
19-1240_CISSSMO_16_batiments,0,0.4167,0,0,0,0,8
19-1276_eglise_St-Ubalde,20.1667,11.3333,0,0,0,0,2.5833
19-1301_Centre_de_tri_Via_Quebec,8.5,27.5,0,0,0,0,0
19-1307_Panneaux,2.75,2.25,0,17.8333,0,0,2.0833
19-1316_CSCDR_ecole_St-Joseph,5,6.9167,16.4167,0,0,0,2.4167
18-1236_1237_1251_Tafisa,30.5834,50.75,0,0,0,0,2.5
19-1310_TMG_Plaque,1.5,1.6667,0,0,0,0,0
19-1311_ICM_Monitoring,3.75,0,0,0,0,0,1
19-1335_iSCAN_animation_3D,0,0,0,0,0,0,0.5
19-1241_IDETR_Germain_et_Frere,12.5,10.25,0,0,121.4167,0,9.6667
19-1291_Barin_4_CSDM,6.25,2.1667,0,29.6667,0,0,7.0833
19-1291_Barin_4_CSDM,5.0833,2.5833,0,38.8333,0,1.4167,7.3333
19-1291_Barin_4_CSDM,3.75,3.5833,0,10.5833,0,1.5,4.25
19-1291_Barin_4_CSDM,4,4.3333,0,29.3333,0,2.25,14.8333
19-1291_Barin_4_CSDM,4.75,1.5,4.9167,0,0,0,0.5
19-1314_Provencher_Ritz_Mtl,31.5,36.0833,0.4167,0,0,7,9.9167
19-1321_Bonet_Table,3.5,1,0,0,0,0,0
19-1363_Hopital_Verdun_Facade,0,0,0,5,0,0,0
19-1349_Batiment_Solar_RL2,17.5,11.5,0,0,20,0,4
19-1288_Hotel-Dieu-Sorel,26.5,15.5,0,0,84.0833,0,38.9167
19-1288_Hotel-Dieu-Sorel,55.1667,50.25,0,0,303.75,0,5.5
19-1362_Habitation_Charlevoix,4,1.75,0,0,0,9.25,2.4167
19-1334_Skybridge_Montreal,5.5,4.5833,0,0,39.25,0.5,10
19-1384_College_Notre-Dame_Monitoring,10.5,8.8333,0,0,0,27.6667,5.75
19-1388_Oculus_Bois,3.25,2.25,0,0,0,0.3333,1
19-1388_Oculus_Bois,2.75,1.25,0,0,0,0,0
19-1393_Parc_Statues,4.75,4.4167,0,0,10.1667,5.0833,4.5833
19-1402_Schwimmer_Van_Horne,3,0.4167,0,0,22.75,0.1667,2.5833
19-1407_Sid_Lee_PVM-QDM2,4,1.5833,0,0,0,0,1
19-1408_Nativite_Pierre_d'Antan,0,0,1.3333,0,0,0.5,0
19-1411_1645_Royale_Long_-_McQuade,21.3333,43.6667,43.5,8.8333,0,0.4167,13.3333
19-1420_Cegep_Ste-Marguerite_R-D,3.9167,0.5,0,0,0,0.9167,0
19-1392-rev2_Famous_Five-Ottawa,2.75,2.3333,0,0,0,0.5,0
19-1300-rev3_Eglise_St-Anne-de-la-Pocatiere,2,1.75,0,0,0.75,0,0
19-1258_Residence_Marie-Rose,3.5,2.25,0,42.5,0,0.25,3.9167
19-1354_Usine_Molson,3.8333,2,0,0,0,0,1.25
19-1394_UQAM_Transept,0,0,0,34.9167,0,0,8.5
19-1436_Pyramide,1.75,1.5,0,0,0,0.5,0.5
19-1425_St-Jean_de_Brebeuf,0,0,0,33.3333,0,7.25,0.5
19-1412_Salto_textures_R-D,0,0,0,0,0,0,0
19-1136_CECI_i-Lab,0,0,0,0,194.75,0,14.5833
19-1415_Ecole_Armand_Lavergne,4.5,5,0,34.3333,18.0833,0,13.5833
19-1444_Academie_Dunton_ph_2,0,0,0,40.9167,0,0,1.8333
19-1444_Academie_Dunton_ph_2,7.75,10.75,0,93.75,0,0,6.8333
19-1433_CHSLD_Cap_St_Ignace,3.25,5.0833,0,0,0,0,2.1667
19-1433_CHSLD_Cap_St_Ignace,0,0.5,0,0,0,0.75,1.9167
19-1433_CHSLD_Cap_St_Ignace,3.25,0.25,0,0,0,0,1.3333
19-1441_Fossile_R-D,1,0,0,0,0,0,0
19-1460_LOD_Seminaire_St-Joseph,0,1.0833,33.75,41.3333,0,0,0.4167
19-1449_OMHM_1650_Rue_St-Timothe,1.5,2,3.5,0,0,0.25,3.0833
19-1397_Barin_Royal_Vic_Vaughan,3.25,1,0,0,0,0,0
19-1398_Barin_Royal_Vic_Rosco,5.25,1,0,0,0,0,0.3333
19-1454_eglise_St-Coeur_de_Marie,0,0,0,0,0,0,0.6667
19-1443_Ruccolo_Saint-Maxime,30.1666,20.6667,0,0,121.5833,0.5833,24.6667
19-1464-Archeo-St-Philippe,2.5,1.5,0,0,0,0,0
19-1463-Triatic-Edmonton,314,0,0,0,0,0,0
19-1463-Triatic-Edmonton,161,0,0,0,0,0,0
19-1463-Triatic-Edmonton,230,0,0,0,0,0,0
19-1383-Culvert-GHD-Monitoring,4,1.4167,0,0,0,0,0
19-1208_Fenestria_Verre_Serigraphie,4.25,4.25,0,11.4167,0,0,5.1667
19-1455_Ecole_4835_Christophe_Colomb,10.0833,7.5,13.25,64.75,0,0,6.4167
19-1325_A49_Strathcona,11.5,6.3333,36,179.4167,0,0,18.1667
19-1325_A49_Strathcona,0,0,0,0,0,0,0
19-1304-Universite_Laval-Formation,0,0,0,0,0,0,0
19-1432-Tafisa_Canada-Fournaises_L1_L2,8.0833,9.5833,0,0,0,0,0.5
19-1432-Tafisa_Canada-Fournaises_L1_L2,3.5,1.25,0,0,0,0,1.75
19-1470-Artefactuel_McGill,2,0.3333,0,0,0,0,0.8333
19-1472-PFA_Rosemere,5.5,1,0,0,51.25,0,1.4167
19-1476-GHD-Ensachage_Levis,4.5,4,0,0,53.6667,0,1.9167
19-1452_Notre_Dame_des_neiges,3.9167,3.5833,0,44.4167,0,0,4.6667
19-1492-rev11-Basilique_Notre-Dame_Mtl,0,0,0,65.9166,0,1.9167,31.5
19-1496-Centre_de_Readaptation_St-Hubert,2.75,3.75,0,22.5,0,0,5.25
19-1497-Artefactuel_Quebec,0,6.4167,18.75,0,0,0,3.75
19-1491_Hotel-Dieu_Facade_Marie-Morin,1.25,0.9167,0,0,0,0,0
19-1414_RTC_Cimetiere,21.0833,11.4167,0,0,0,1.0833,8.4167
19-1480-rev2-Provencher-Tour_Bourse_Mtl,32.5,22.5,2.5,0,76.75,0,10.0833
19-1494_Moment_-EPCOT,17,0,0,0,0.8333,0,2.25
19-1469-MPOP-Museolab-4objets,0,0,0,0,0,0,1.0833
19-1490-EXP-Pont-Honore-Merci,3.5,1.6667,0,0,7.5,1.25,1.5
19-1399-Borealis-CIP-100_ans,5.8333,7.1667,0,0,112.4167,0,7.25
19-1515-R-D_ISM3D_Echosound,0,0,0,0,0,0,0
19-1496-Extra-Barin-Readap_St-Hubert,0,0,0,5.6667,11.75,0,0.5
19-1503-Sonar_3D_Quai_de_Becancour,5.5,0,0,0,0,0,2.25
19-1345_Mur_à_Mur-MPOP_+_Museolab,1,0,0,0,38.0833,1.5,0.25
19-1525_ATFF_Viaduc_Martigues,0,5.4167,0,0,14,0,0
19-1523-MU-Redpath,4.75,3.5,0,0,49.0833,0.4167,1
19-1534-Sokcon-Pharmacie,0,0,1.3333,0,75.6667,0,0.75
19-1517-A49-Pavillon_Roger_Gaudry,77.3333,40.1667,0,0,0,2.5,28.25
19-1540-Pomerleau_Quais25-27,6,0,0,1.75,0,0,2.4167
19-1439-rev3-Longueuil_300_St-Charles,19.5833,19.1667,0,0,122.5,0,14.5
19-1495-Royal_Victoria,61.5833,93.25,0,0,748,1.4167,77.75
19-1543-Theatre_Empress_Montreal,12.5,6.0833,0,1.4167,30.9167,0,1.8333
19-1550-Kingston_ecluses_47_48,11.75,15.3333,0,0,0,0,2.9167
19-1548-CSM-Sophie_Barat,27.1667,21,0,91.6667,0,0.5,21.1667
19-1482-Riopel-Clocher_St-Zotique,4.9167,9.4167,0,0,2.5,0,0.75
19-1554-Tafisa-Salle_Compresseurs,3.25,10,0,0,0,0,0.5
19-1546-Summa-Centre_Eaton,5.25,3.9167,0,0,25.3333,0,0
19-1559-Riopel-Station_Pompage,5.25,6.75,0,4.5,21.5833,0,0.75
19-1565_ISM_Pont_Pie-IX,5,0,0,0,0,0,0
19-1526_CIUSSSCSDM_CLSC_Ahuntsic,8.75,2.75,10.25,48.6667,0,0,13.3333
19-1542-Gold_Castel-Caron_Bleury,8,1.25,0,0,0,0,1.0833
19-1573-CISSS_Chaudiere-Appalaches-Hotel_Dieu_Levis,12.25,11.8333,11.75,23.75,0,0,7.5
19-1557-CISSS_Monteregie-Centre-Hopital_Charles-LeMoyne,12,3.75,0,10.9167,0,0,1
19-1576-Groupe_Trifide-Ecole_St-Isidore,4,4.9167,0,0,26.5833,0,2.8333
19-1583-Potton-Grange_ronde,3.1667,1.75,0,0,0,0,0
19-1570_Douane_verticalite,9.5,1,0,0,0,2.25,2
19-1568_Presbytere_St-Michel-Bellechasse,16,22.3333,0,0,2.25,0,3.75
19-1589_EXP_Henderson,0,0.75,0,0,0,0,0.5
19-1555A-Point_a_Calliere-Place_Royale,0,3.9167,0,0,0,0,9.8333
19-1603-ISM3D-Pont-Ferroviaire,3.75,0,0,0,0,0,0
19-1588_Coque_Bateau_Rech,0,0,0,0,0,0,0
19-1587_384_St-Jacques,2.75,1.1667,0,0,78.8333,0,1.25
19-1621-PMB_Ilot_Balmoral,3.25,5.8333,0,0,0,0,0
19-1387-Innovatec-Aeroport_Mtl,5.5,1.8333,0,0,26.5,0,3
19-1585-Paroisse_Notre-Dame-Basilique_Notre-Dame,7,1.5,0,0,22,0,3
19-1612-EXP-Pont_Honore-Mercier,3.5,1.25,0,0,15.5,1,2
19-1632-Culture_3R-Murale_rue_Hart,1.5,2,0,0,0,0,0
19-1555B-Pointe_a_Calliere-Fort_Ville-Marie,0,0,0,0,0,0,0
19-1501_Place_Bell_Laval,2.75,0.5,1.5,0,0,0.25,0.25
19-1536-rev2-Atwill_Morin-Tour_de_la_Bourse_Mtl,9,8,0,0,0,0,2.25
20-1650-rev1-Bouthillette_Parizeau-Centre_Interactif_Sciences,3.25,1.25,2.25,0,0,0,1
20-1481-ATFF-Lena,0,0,0,0,178,0,13
20-1600-Novom-Eglise_Causapscal,5.25,2.75,0,0,0,0,0.5833
20-1584-rev1-COSIGMA-1065_Commune_Mtl,3.5,2,0,17.75,0,0,1.25
20-1663-rev1-Alcoa-Cuves,27.75,60.75,0,0,0,0.5,9.1667
20-1563_A2GC-Caverne_St-Come,0,0,0,0,0,0,0
20-1659-CMI-Cour,0,0,20.9167,0,35.75,0,5.25
20-1672-Parc_Canada,0,0,0,0,0,0,0
20-1340-Musee_Ursuline_Ph2-Multimedia,0,0,0,0,37.05,0,5.75
20-1671-Machinex-Thetford,3.25,3.5,0,0,0,0,0.75
20-1635-Culture_TR-Mural_OUIGO,1.75,0,0,0,0,1,1
20-1467-Nelly-Eve-Artiste,8.75,8.1667,0,0,0,3.8333,4.3333
20-1648-GeniArp-Centre_Glaces,7.5,4.75,0,0,0,0,1.0833
20-1684-Theatre_Dame-de-Coeur-Scene,3,2,0,0,0,0,0
20-1670-Bixi_Montreal-Siege_social,5.75,2,0,0,0,0,2.75
20-1670-Bixi_Montreal-Siege_social,0,0,0,0,0,0,0
20-1326_IDETR_Ursulines,0,0,0,0,0,0,0
20-1681_511_Place_d'armes,46.25,62.75,0,0,563.5,1.5,78.3333
20-1594-rev4-Ecole_Casavant_Seminaire_St-Hya,13,7,0,0,0,0,8.75
20-1664_Artifacts_Bonsecours,20.5,3,0,0,272.3333,0,10.3333
20-1696-rev2-LMA_ecole_de_la_Montagne,11.25,10.9167,0,0,325,0.5833,26.4167
20-1678-Provencher_Roy-HQ_edifice_Jean-Lesage,181,119.1667,0,0,0,0.25,21.0833
20-1708-DesPins,10.75,5.25,71.7501,46.25,0,0,21.75
20-1717-rev1-Zelus-Warehouse_St-Hubert_Airport,32,26,0,0,0,0,9.5833
20-1685-rev3-4270_Papineau_Mtl,0.6667,1.25,0,3.8333,0,0,2.5
20-1563-Ph2-Caverne_St-Come,6,1.9167,0,0,0,0,0
20-1731-Ruccolo-Edouard_Montpetit,3.75,3.4167,6.8333,40.3333,0,0,6
20-1708-Barat,4,2.25,5.8333,48.8333,0,0,6
20-1746_384_St-Jacques_Mtl,0,0,0,10.8333,0,0,1.1667
20-1620-Salles_mecaniques_UQAM,6.25,2,0,0,0,0,0.25
20-1734-Canada_Post_Corporation,6.75,2.5,0,0,0,0,0.75
20-1686_Hardy-de_Bullion,1.5,2,0,9.1667,0,0.6667,2.4167
20-1754-rev3-en-Holt_Renfrew-elements_sculptes,0,0,0,0,8,1.3333,0.25
20-1530-rev3-Cosigma-2236_rue_Pitt,8.25,1.0833,0,0,113.5834,0,11.9167
20-1528_Digihub_Beaupre,3.5,3,0,0,0,0,0
20-1771-CMI-360,9.5833,1.4167,0,0,0,0.9167,3.8333
20-1782-Pro_Air_Liquide,2.5,1,0,0,0,0,1
20-1399-2-Borealis_CIP-100ans-phase2,0,0,0,0,180.1667,0,8.75
20-1778-ETS-Four_à_pain,2.5,6.8333,0,4.4167,0,2,4.9167
20-1776_Oratoire_St-Joseph,0,5.1667,0,0,0,0,1.1667
20-1769_FSA_Monitoring_Decelles,6.0833,3.5,0,0,0,0,4.75
20-1777_20-1905_CISSMC16_Charles_LeMoyne-Monitoring,7.75,2.8333,0,0,0,0,0.5
20-1777_20-1905_CISSMC16_Charles_LeMoyne-Monitoring,8.1667,3.4167,0,0,0,0.25,1.75
20-1616a_Edyfic_silos_no5_Quai,8.75,2.75,0,14.5,0,0.25,2.4167
20-1681_Akelius_Extra_511_place_armes,3,0,0,0,14.8333,0,0
20-1796_ProB_Kruger,7.5,2.25,0,0,0,0.5,0.75
20-1795_Barin_monitoring_Pinel,7.75,2.75,0,2.5833,0,0,3.75
20-1749_Eglise_Champlain,3.5,0,0,0,0,0,0.75
20-1800_Graph_Fossambeault,1,0,0,0,0,0,0
20-1780_Tunnel_UQAM,6,2.25,0,0,0,0,0
20-1762_Place_Bonaventure,5.25,1,0.4167,18.6667,0,0,1.3333
20-1750_R-D_Forges_Saint-Maurice,0,1.5,0,0,0,0,0
20-1807_ESP_Escalier,2.5,2.75,0,0,0,0,0
20-1756_Quai_94-97,7.5,0,0,0,0,0,0
20-1823_PDCM_CAD,27.25,50.0833,224.85,0,0,0,21.6667
20-1779_Eglise_St-Jean,5,4.0833,0,34.1667,0,0,1.5
20-1799_Monitoring_Station_Atwater,1.75,0.5,0,0,0,0,1.75
20-1816_TMG_location_scanner_Sanimax,0,0,0,0,0,0,0
20-1630_AMA_1600_Girouard_St-Hy,8.75,4.75,0,0,0,0,3.1667
20-1818_Maison_Marmen,3.5,3.1667,0,0,21.75,0,9.0833
20-1804_Provencher_7e,0,1,0,0,0,0,1.5
20-1741_Hotel_Esterel,15.4167,12,0,0,0,0,12
20-1693_RAV3D_Animation_Traitcarre,0,0,0,0,0,0,0
20-1802_ATFF_Etude_Planeite,0,0,0,0,0,1.25,0
20-1841_St_Michel_Bellechasse_Anim3D,0,0,0,0,39.9167,0.25,0.8333
20-1853_Cosigma_Pointe-Claire,4.5,2,0,0,0,0,1
20-1838_Monastere_Hopital_General,0,0,0,0,0,0,1.25
20-1857_Nemesis_Segmentation,0,0,0,0,0,0,0
20-1842_145_Laura_Bromont,1,0.25,0,0,9.9167,0,2.5833
20-1854_Ethnoscop_archeo_Mtl,1,1.75,0,0,0,2.4167,3
20-1835_Becotte_Ste-Anne,5,6.25,0,0,4.8333,0,1.75
20-1805_SQI_Hotel-Dieu_Arthabaska,93,126,0,0,0,1,6.8333
20-1870_Barin_Pinel,5.75,1,0,14.9333,0,0,15.1833
20-1881_TMG_location_Fermont,0,2.1667,0,0,0,0,0
20-1860_Ateliersarchitecture_eglise_Waterville,5.25,3,0,0,0,0,0.5
20-1793_Silex_formation_Octobre,0.5,0,0,0,0,0,0
20-1806_Artefactuel_Citiere,2,3.5833,0,4.5,0,1.6667,2.6667
20-1237_Tafisa_Cour_a_bois-2020,4,2,0,0,0,0,0.5
20-1792_Geniarp_12_St-Louis,9.25,2.6667,0,0,0,0,15.5833
20-1864_VdM_Maison_Culture_Maisonneuve,2.25,3,0,0,0,0,1
20-1880_Cosigma_Oxfam,1.5,0.75,0,0,0,0,0.25
20-1880_Cosigma_Oxfam,2,1.75,0,0,0,0,14.1667
20-1892_Structure_XL_Dolbec,4,0.8333,0,0,0,0,0
20-1874_Marie_Victorin_Ecole_Christ_Roi,4.75,1,0,0,0,0,0
20-1872_Hillpark_Gauchetiere,0,0,63.6666,70.1667,0,0,21.15
20-1872_Hillpark_Gauchetiere,7,1,0,0,0,0,0.25
20-1884_VdM_1884_St-Germain,4,1.5,20.5833,0,91.5,0,11.4167
20-1825_V3R_Bornes_Paysage,0,8.5833,0,0,39.5833,0,0
20-1877_Mpop_360_prison,0,0,0,0,0,0,6.4167
20-1899_Provencher_Petra_Bourse,1.5,1,0,0,0,0,0
20-1898_Provencher_PDA,9.75,6,0,0,0,0,0.5
20-1882_IDETR_237_St-Antoine-phase2,23,7.75,0,0,14.6667,1.75,1.3333
20-1767_GHD_2400_Transcanada,21,11.3333,0,0,0,1,4.75
20-1803_UdM_R-G_Est,55,41,0,0,0,1,2.4167
20-1691_Dalle_600_Fielding_Mtl,4.5,1.5,0,0,0,0,0.25
20-1744_P3R_Maison_Rocheleau,2.6667,0,0,0,0,0,0
20-1927_RetD_Herole,0,0,0,0,0,0,0
20-1895_Conn-x_Olymel,4,3.6667,0,0,0,1,1
20-1929_GPR_Sonar_Gaspesie,7,0,0,0,0,0.25,0
20-1891_GPR_Voie_maritime,5.75,0,0,0,0,1.5,0
20-1720_Eglise_Notre-Dame-du-Laus,3.5,6.75,0,0,0,0,0
20-1925_Magog_Dominion,23.5833,23.5833,0,0,0,0,0
20-1856_MJD_Eglise_St-Pierre-du-Sud_RL,5,0,0,0,0,0,0
20-1836_CDG_Richelieu_Rechercher,0,0,0,0,0,0,0.5833
20-1936_Lemay_2300_Emile-Belanger,46,50.5,0,0,0,0,4.5833
20-1914_Culture_3R-Scan_St-James,17.8333,16.4167,0,0,1,0.25,2.5
21-1930_CSSL_Val_Martin,12.75,10.5,12.65,0,0,0,2
20-1688_Eglise_341_rue_Longueuil,9.5,2,0,0,0,0,0
20-1922_UMRcp_Cartier-Roberval,0,0.4167,0,0,0,0,0
21-1931_CSSL_Rolland-Gratton,4,0,8.25,0,0,0,0.75
21-1953_OKA_Publication,0,0,0,0,0,0,0
